"","Year","Age","Result","Variable","Group","Run","Scenario","Estimate"
"309",9,4,0.976536960027723,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"310",10,4,1.07736141115824,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"311",1,5,16.6703348426901,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"312",2,5,12.895341822117,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"313",3,5,13.2200822776389,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"314",4,5,7.2624302885295,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"315",5,5,5.23986252725296,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"316",6,5,5.42512876911828,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"317",7,5,4.72154941912233,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"318",8,5,4.79975221561982,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"319",9,5,5.44641851664335,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"320",10,5,6.0430618132774,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"321",1,6,86.2351611581537,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"322",2,6,77.8853529055379,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"323",3,6,59.737814710169,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"324",4,6,54.106622131532,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"325",5,6,33.5100178650634,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"326",6,6,24.06532543396,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"327",7,6,22.2029883444116,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"328",8,6,19.3237120581393,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"329",9,6,21.9391792859756,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"330",10,6,24.7451538344252,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"331",1,7,140.386458054689,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"332",2,7,305.369852794185,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"333",3,7,273.444429371905,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"334",4,7,185.280189369045,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"335",5,7,189.19998973208,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"336",6,7,116.624835529696,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"337",7,7,74.628276161096,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"338",8,7,68.8563957950244,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"339",9,7,66.9321689576704,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"340",10,7,75.528365837395,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"341",1,8,559.841228901157,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"342",2,8,380.566265559368,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"343",3,8,820.534422739626,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"344",4,8,648.933731997936,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"345",5,8,495.789725101264,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"346",6,8,503.766697417738,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"347",7,8,276.621718206477,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"348",8,8,177.04032676495,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"349",9,8,182.463090879064,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"350",10,8,176.241845568185,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"351",1,9,626.985840301231,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"352",2,9,1163.31550300897,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"353",3,9,783.392958900036,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"354",4,9,1490.93330479017,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"355",5,9,1329.86557758047,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"356",6,9,1010.40544927356,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"357",7,9,914.02763986959,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"358",8,9,502.126371680043,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"359",9,9,359.070454211443,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"360",10,9,367.524112431251,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"361",1,10,1251.93045531228,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"362",2,10,1019.2617446217,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"363",3,10,1871.61868150201,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"364",4,10,1111.44108286287,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"365",5,10,2386.69531412756,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"366",6,10,2115.0030825438,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"367",7,10,1429.20071662566,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"368",8,10,1294.09228736668,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"369",9,10,794.69995429959,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"370",10,10,563.847473175499,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"371",1,11,2833.41640921418,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"372",2,11,1676.32935184038,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"373",3,11,1349.06332716311,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"374",4,11,2181.85091946433,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"375",5,11,1462.70363518444,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"376",6,11,3116.76063954413,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"377",7,11,2453.40251140459,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"378",8,11,1660.43571319056,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"379",9,11,1681.6314662204,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"380",10,11,1023.41020529973,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"381",1,12,1873.93599106639,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"382",2,12,3326.99544678841,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"383",3,12,1943.4756919213,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"384",4,12,1376.00873308273,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"385",5,12,2513.57390403008,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"386",6,12,1670.18623339779,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"387",7,12,3157.57325657725,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"388",8,12,2490.78740209664,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"389",9,12,1886.52976348827,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"390",10,12,1891.35755182417,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"391",1,13,2409.29019186845,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"392",2,13,2030.42473345598,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"393",3,13,3556.19151216396,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"394",4,13,1826.00215803579,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"395",5,13,1460.78936335771,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"396",6,13,2642.51673134149,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"397",7,13,1556.458268175,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"398",8,13,2950.08931660959,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"399",9,13,2605.40722296848,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"400",10,13,1951.7861383269,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"401",1,14,1421.37580932059,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"402",2,14,2490.14217893208,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"403",3,14,2068.99967894349,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"404",4,14,3183.34242485975,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"405",5,14,1847.3949286261,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"406",6,14,1462.64611617392,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"407",7,14,2343.90605918621,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"408",8,14,1384.53095580516,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"409",9,14,2938.90551148219,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"410",10,14,2565.6432148792,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"411",1,15,1415.54330622233,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"412",2,15,1428.93511038831,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"413",3,15,2467.12264887936,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"414",4,15,1800.00839488104,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"415",5,15,3130.65655238784,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"416",6,15,1797.32432404181,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"417",7,15,1260.0617101575,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"418",8,15,2025.466768325,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"419",9,15,1340.16642917246,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"420",10,15,2810.85116409142,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"421",1,16,1266.92226345055,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"422",2,16,1399.61305690457,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"423",3,16,1392.01271053685,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"424",4,16,2109.84523236053,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"425",5,16,1740.30061033757,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"426",6,16,2993.50840581981,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"427",7,16,1521.36593119014,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"428",8,16,1070.01869475164,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"429",9,16,1926.87362085893,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"430",10,16,1259.40854183151,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"431",1,17,1017.89295572178,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"432",2,17,1239.83851179858,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"433",3,17,1349.24126551879,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"434",4,17,1177.80596248845,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"435",5,17,2018.39536889551,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"436",6,17,1646.24435591851,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"437",7,17,2506.27527691506,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"438",8,17,1277.95327216142,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"439",9,17,1007.02480173635,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"440",10,17,1791.02998465605,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"441",1,18,712.93333198243,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"442",2,18,989.586706682439,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"443",3,18,1187.21212818066,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"444",4,18,1133.82520886468,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"445",5,18,1119.1279611779,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"446",6,18,1896.14049696138,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"447",7,18,1368.6066113693,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"448",8,18,2090.61625223528,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"449",9,18,1194.41446723269,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"450",10,18,929.450585259967,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"451",1,19,1850.70821426157,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"452",2,19,690.087757950081,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"453",3,19,943.369156539948,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"454",4,19,993.138808821511,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"455",5,19,1072.49325320752,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"456",6,19,1046.51787610455,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"457",7,19,1568.97548133049,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"458",8,19,1136.33276923943,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"459",9,19,1944.97905341027,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"460",10,19,1097.2430360035,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"461",1,20,797.331390041666,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"462",2,20,1786.06882052016,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"463",3,20,655.856209209058,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"464",4,20,786.70357886213,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"465",5,20,936.523800027465,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"466",6,20,999.753554600468,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"467",7,20,863.164890786914,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"468",8,20,1298.55120363206,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"469",9,20,1053.8434274197,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"470",10,20,1781.00205283019,"Catches","Pre-Adulto",1,"w/ Aquaculture","Central"
"471",1,21,382.77646271622,"Catches","Adulto",1,"w/ Aquaculture","Central"
"472",2,21,485.797423384202,"Catches","Adulto",1,"w/ Aquaculture","Central"
"473",3,21,1071.61208982092,"Catches","Adulto",1,"w/ Aquaculture","Central"
"474",4,21,345.26451421123,"Catches","Adulto",1,"w/ Aquaculture","Central"
"475",5,21,468.320505011803,"Catches","Adulto",1,"w/ Aquaculture","Central"
"476",6,21,551.085458109794,"Catches","Adulto",1,"w/ Aquaculture","Central"
"477",7,21,520.498604985041,"Catches","Adulto",1,"w/ Aquaculture","Central"
"478",8,21,450.948528788563,"Catches","Adulto",1,"w/ Aquaculture","Central"
"479",9,21,760.204174416733,"Catches","Adulto",1,"w/ Aquaculture","Central"
"480",10,21,609.123364207313,"Catches","Adulto",1,"w/ Aquaculture","Central"
"481",1,22,206.893719793961,"Catches","Adulto",1,"w/ Aquaculture","Central"
"482",2,22,232.86645746241,"Catches","Adulto",1,"w/ Aquaculture","Central"
"483",3,22,291.020871468169,"Catches","Adulto",1,"w/ Aquaculture","Central"
"484",4,22,563.241169497412,"Catches","Adulto",1,"w/ Aquaculture","Central"
"485",5,22,205.212829089387,"Catches","Adulto",1,"w/ Aquaculture","Central"
"486",6,22,275.136139769142,"Catches","Adulto",1,"w/ Aquaculture","Central"
"487",7,22,286.439629547936,"Catches","Adulto",1,"w/ Aquaculture","Central"
"488",8,22,271.486638685615,"Catches","Adulto",1,"w/ Aquaculture","Central"
"489",9,22,263.573426967055,"Catches","Adulto",1,"w/ Aquaculture","Central"
"490",10,22,438.679248510723,"Catches","Adulto",1,"w/ Aquaculture","Central"
"491",1,23,173.989203752665,"Catches","Adulto",1,"w/ Aquaculture","Central"
"492",2,23,125.726700752956,"Catches","Adulto",1,"w/ Aquaculture","Central"
"493",3,23,139.342054880692,"Catches","Adulto",1,"w/ Aquaculture","Central"
"494",4,23,152.782977961315,"Catches","Adulto",1,"w/ Aquaculture","Central"
"495",5,23,334.384701027495,"Catches","Adulto",1,"w/ Aquaculture","Central"
"496",6,23,120.419275382212,"Catches","Adulto",1,"w/ Aquaculture","Central"
"497",7,23,142.835430479704,"Catches","Adulto",1,"w/ Aquaculture","Central"
"498",8,23,149.225277684868,"Catches","Adulto",1,"w/ Aquaculture","Central"
"499",9,23,158.492782015258,"Catches","Adulto",1,"w/ Aquaculture","Central"
"500",10,23,151.912224511256,"Catches","Adulto",1,"w/ Aquaculture","Central"
"501",1,24,139.40913193095,"Catches","Adulto",1,"w/ Aquaculture","Central"
"502",2,24,105.643215123003,"Catches","Adulto",1,"w/ Aquaculture","Central"
"503",3,24,75.1679046809685,"Catches","Adulto",1,"w/ Aquaculture","Central"
"504",4,24,73.0891879875367,"Catches","Adulto",1,"w/ Aquaculture","Central"
"505",5,24,90.6256774169685,"Catches","Adulto",1,"w/ Aquaculture","Central"
"506",6,24,196.043543236577,"Catches","Adulto",1,"w/ Aquaculture","Central"
"507",7,24,62.4581258348617,"Catches","Adulto",1,"w/ Aquaculture","Central"
"508",8,24,74.3455067326329,"Catches","Adulto",1,"w/ Aquaculture","Central"
"509",9,24,87.0397341577058,"Catches","Adulto",1,"w/ Aquaculture","Central"
"510",10,24,91.2652188250466,"Catches","Adulto",1,"w/ Aquaculture","Central"
"511",1,25,62.4744284146716,"Catches","Adulto",1,"w/ Aquaculture","Central"
"512",2,25,84.5932221850317,"Catches","Adulto",1,"w/ Aquaculture","Central"
"513",3,25,63.1195860957114,"Catches","Adulto",1,"w/ Aquaculture","Central"
"514",4,25,39.4015640723422,"Catches","Adulto",1,"w/ Aquaculture","Central"
"515",5,25,43.3254240546046,"Catches","Adulto",1,"w/ Aquaculture","Central"
"516",6,25,53.0961725234941,"Catches","Adulto",1,"w/ Aquaculture","Central"
"517",7,25,101.611629271572,"Catches","Adulto",1,"w/ Aquaculture","Central"
"518",8,25,32.4869901737977,"Catches","Adulto",1,"w/ Aquaculture","Central"
"519",9,25,43.3346497443694,"Catches","Adulto",1,"w/ Aquaculture","Central"
"520",10,25,50.0854249434312,"Catches","Adulto",1,"w/ Aquaculture","Central"
"521",1,26,100.460754589549,"Catches","Adulto",1,"w/ Aquaculture","Central"
"522",2,26,37.8908349687897,"Catches","Adulto",1,"w/ Aquaculture","Central"
"523",3,26,50.5172547055915,"Catches","Adulto",1,"w/ Aquaculture","Central"
"524",4,26,33.0689825550483,"Catches","Adulto",1,"w/ Aquaculture","Central"
"525",5,26,23.3443313885131,"Catches","Adulto",1,"w/ Aquaculture","Central"
"526",6,26,25.3703840984578,"Catches","Adulto",1,"w/ Aquaculture","Central"
"527",7,26,27.5055356072178,"Catches","Adulto",1,"w/ Aquaculture","Central"
"528",8,26,52.8242079794069,"Catches","Adulto",1,"w/ Aquaculture","Central"
"529",9,26,18.926137615958,"Catches","Adulto",1,"w/ Aquaculture","Central"
"530",10,26,24.9227043968621,"Catches","Adulto",1,"w/ Aquaculture","Central"
"531",1,27,23.449480955838,"Catches","Adulto",1,"w/ Aquaculture","Central"
"532",2,27,60.9062919684688,"Catches","Adulto",1,"w/ Aquaculture","Central"
"533",3,27,22.6186909666497,"Catches","Adulto",1,"w/ Aquaculture","Central"
"534",4,27,26.4557922510425,"Catches","Adulto",1,"w/ Aquaculture","Central"
"535",5,27,19.5846244346574,"Catches","Adulto",1,"w/ Aquaculture","Central"
"536",6,27,13.6642964251755,"Catches","Adulto",1,"w/ Aquaculture","Central"
"537",7,27,13.137131349344,"Catches","Adulto",1,"w/ Aquaculture","Central"
"538",8,27,14.2931753653375,"Catches","Adulto",1,"w/ Aquaculture","Central"
"539",9,27,30.7614547892308,"Catches","Adulto",1,"w/ Aquaculture","Central"
"540",10,27,10.8802410907075,"Catches","Adulto",1,"w/ Aquaculture","Central"
"541",1,NA,120,"Effort",NA,1,"w/ Aquaculture","Central"
"542",2,NA,132,"Effort",NA,1,"w/ Aquaculture","Central"
"543",3,NA,143.972985783227,"Effort",NA,1,"w/ Aquaculture","Central"
"544",4,NA,138.738582357788,"Effort",NA,1,"w/ Aquaculture","Central"
"545",5,NA,150.725181727324,"Effort",NA,1,"w/ Aquaculture","Central"
"546",6,NA,162.990737148961,"Effort",NA,1,"w/ Aquaculture","Central"
"547",7,NA,157.064908298458,"Effort",NA,1,"w/ Aquaculture","Central"
"548",8,NA,151.354523884734,"Effort",NA,1,"w/ Aquaculture","Central"
"549",9,NA,162.893111856399,"Effort",NA,1,"w/ Aquaculture","Central"
"550",10,NA,174.25957568699,"Effort",NA,1,"w/ Aquaculture","Central"
"551",1,NA,44400476.4949676,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"552",2,NA,45511024.0023752,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"553",3,NA,0,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"554",4,NA,46212753.955287,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"555",5,NA,48152229.0267622,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"556",6,NA,0,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"557",7,NA,0,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"558",8,NA,46241691.8435921,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"559",9,NA,46912963.6793841,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"560",10,NA,0,"Poaching Revenue",NA,1,"w/ Aquaculture","Central"
"561",1,NA,11838505.2,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"562",2,NA,13022355.72,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"563",3,NA,14203541.1737855,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"564",4,NA,13687145.2390275,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"565",5,NA,14869673.7304156,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"566",6,NA,16079722.4107484,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"567",7,NA,15495114.4469068,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"568",8,NA,14931760.9837746,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"569",9,NA,16070091.2646347,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"570",10,NA,17191440.7743352,"Poaching Cost",NA,1,"w/ Aquaculture","Central"
"571",1,NA,32561971.2949675,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"572",2,NA,32488668.2823752,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"573",3,NA,-14203541.1737855,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"574",4,NA,32525608.7162595,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"575",5,NA,33282555.2963465,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"576",6,NA,-16079722.4107484,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
"577",7,NA,-15495114.4469068,"Poaching Profit",NA,1,"w/ Aquaculture","Central"
